"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","cluster"
"1",-0.155649737187771,-0.386750567257486,-0.00402049930617625,-0.323328436730134,-0.515559772058759,-0.891336851029359,-0.985467091467207,-0.945061050905228,-0.893104232658757,1.37045048038307,2.57753345866752,-0.266513104061127,-0.509480966547026,-0.639277669291724,-0.279609023894295,-0.909088148472741,0.285689357956707,-0.356327296309557,-0.247604670980574,-0.141993928619602,-1.09905368061503,-0.775523006888924,-0.261402048034863,-0.242854443255521,-0.3770352669459,-0.493116116873623,-0.250287892115469,-0.707269974677291,-0.71205986209637,-0.229698613191562,-0.212285428934605,-0.183936184187316,-0.582634320232249,-0.0871172700386459,-0.123351479364015,0.137757369359238,-0.481104621233834,-0.71013103474175,-0.443022105389377,-0.452798738419387,-0.216387650651818,0.00724411440799182,0.807906658178723,8
"2",-0.155649737187771,-0.386750567257486,0.514851240540018,0.493394884151105,0.979158963221496,0.466912197788046,0.760454220938127,0.752760432451278,0.470971309068679,0.939203294520616,0.72763214257971,1.41676829445285,-0.272026970697218,-0.76401543821241,0.103988584722138,-0.308267507245361,2.30555978196295,-0.325956539220568,-0.214934108536865,-0.0934846472733536,-0.933001800135624,-1.07033345743482,-0.280110723670154,-0.224372591980462,-0.368598431885891,-0.323256985761391,-0.0245031510689569,0.138706561927188,-0.347105298744225,-0.29867615290445,-0.325010664665082,-0.202161134035909,1.32456887818889,-0.0600417709802805,-0.118757289970203,-0.140590567122102,2.07581504406486,-0.71013103474175,1.45827168329631,1.51455590385556,0.0266700343304541,-1.09978839265654,0.807906658178723,6
"3",-0.155649737187771,-0.386750567257486,-0.386835646601051,-0.47729440753048,-0.360198554566562,-0.142740001261411,-0.115995408312538,-0.0453977528919874,-0.157782980194213,0.617047883041237,0.249738519307311,0.344165661449851,-0.484515028306941,-0.751825016346186,-0.131464176922625,-0.686757616917844,0.910848680540652,-0.343793185060257,-0.23903751110801,-0.159813665006198,-0.881491829005145,-0.0132502281974123,-0.242374355597157,-0.191388411042316,-0.352357476556159,-0.426635621550521,-0.139472381351618,-0.071384906983278,-0.613441444857203,-0.31449317977994,-0.234703223848348,-0.255472226699699,-0.673023543244552,-0.0871172700386459,-0.125199362354816,-0.158643010955541,-0.481104621233834,-0.71013103474175,-0.290470745089974,-0.343386612806311,-0.9794182465647,0.0636473250442682,0.807906658178723,8
"4",-0.155649737187771,-0.386750567257486,-0.0350737400739247,0.365365824989956,-0.0657346595965557,-0.107558902186544,0.512377096130561,0.538616056517315,-0.10220564836227,1.08368172548424,1.07011057902126,0.765589502380409,-0.43964060315283,-0.854521213256502,0.00487943536855963,-0.277729337026357,2.20384073300941,-0.340346954521796,-0.252698896381762,-0.320191283130201,-0.621230922105782,-0.516148216016588,-0.208167922276327,-0.211446256513537,-0.358756802749088,-0.658314833383444,-0.167642403231575,0.221737510907685,-0.67534058942783,-0.234680086271546,-0.394125976283306,-0.201865304185217,0.502346597541568,-0.0654640787217949,-0.122780922821243,-0.231249384687404,2.07581504406486,1.40633793154739,0.139192260523943,0.101501360020463,-0.436755066635302,-0.964994279102054,0.807906658178723,6
"5",-0.155649737187771,-0.386750567257486,-0.438063040088012,-0.819710795033029,-0.393273881905864,-0.165565211872466,-0.167307926709433,-0.0956488147134278,-0.181465302240961,0.558816171554651,0.186169722483476,0.279139713763485,-0.530586371827527,2.21588936496603,1.62893276446237,-0.907027838829654,-0.805112734192361,-0.136514523473098,2.56124001268207,-0.525118242220693,-0.523633082338764,1.86200158605426,-0.32367264804108,-0.242854443255521,-0.3770352669459,-0.391142577026003,-0.331221007089967,-0.176334312708983,1.66935280594659,-0.31449317977994,-0.311943242040998,-0.202063094337944,-0.676153201821334,-0.0871172700386459,-0.125199362354816,-0.252001194310402,-0.481104621233834,-0.71013103474175,-0.303766505850013,-0.300521150802589,0.0353962536292913,0.0168039806175303,0.807906658178723,7
"6",-0.155649737187771,-0.386750567257486,-0.365215341524303,0.648526744636467,-0.140833787436266,0.34816914127799,1.1118439467753,1.03986602719507,0.370048697805487,0.508539401968729,0.134908830380051,0.938472678418304,0.954404386837609,0.364970202669277,-1.39793802888528,-0.715192133127988,0.330433859069992,0.295025340907334,0.019013431357533,-0.138528980397507,-0.211862204308923,0.122514980538611,-0.254980139198016,-0.242854443255521,-0.347235487031834,0.633151799905867,-0.185753721962405,-0.877388548753043,1.37853252911556,-0.31449317977994,-0.343778527941914,-0.251467184604135,0.370193342412307,-0.0871172700386459,-0.121600869672923,-0.201673729305851,-0.481104621233834,-0.71013103474175,-0.101530986920988,-0.0953826578702403,-0.00692579971828507,0.113358629333868,0.807906658178723,7
"7",-0.155649737187771,-0.386750567257486,-0.470065858300038,0.648526744636467,-0.310537666599015,0.427655039345578,0.989682396983624,0.942213958827642,0.443098242725985,0.645175894534324,0.282261672914352,1.13376019850308,0.954404386837609,0.364970202669277,-1.42727825205975,-1.30612152070891,0.221203368019,0.549369857912963,0.019013431357533,-0.418199830138024,-0.426035242287086,0.292036693264829,-0.254980139198016,-0.242854443255521,-0.347235487031834,0.633151799905867,0.353728452211679,0.697936376744113,1.37853252911556,-0.31449317977994,-0.343778527941914,-0.188473984069994,0.0146156831253054,-0.0871172700386459,-0.121600869672923,-0.201673729305851,-0.481104621233834,-0.71013103474175,-0.282073422504685,-0.280261388770408,-0.00181488134681692,0.170717826591097,0.807906658178723,7
"8",-0.155649737187771,-0.386750567257486,-0.138815119477499,0.648526744636467,0.690416277374796,0.879068917940665,1.28910816846963,1.17747502729757,0.906185903164237,0.00507867648768283,-0.259263030565932,0.958739148370667,0.954404386837609,0.364970202669277,-1.24468627495065,-1.32827230723498,0.110165357152334,0.0502323838837301,0.019013431357533,-0.394935173780227,-0.234002455115419,0.476159759134484,-0.254980139198016,-0.242854443255521,-0.347235487031834,0.633151799905867,0.752408345335374,0.516836131342301,1.37853252911556,-0.31449317977994,-0.343778527941914,-0.205626213903508,0.76827656522062,-0.0871172700386459,-0.121600869672923,-0.201673729305851,-0.481104621233834,-0.71013103474175,0.696214658681398,0.629001302115819,-0.488246242509627,-0.319703309958218,0.807906658178723,7
"9",-0.155649737187771,-0.386750567257486,-0.39418307862809,-0.545726728515511,-0.528663719282868,-0.761214808299398,-0.529405038253008,-0.460718403854371,-0.761424495489675,0.742652675828055,0.405841968995362,-0.279982161396597,-0.517375797681801,-0.699927540436782,-0.148390156678919,-0.607610809118626,2.04433238401725,-0.350025638443427,-0.240870829448369,-0.388005277336034,-1.17654455815311,-1.15631717678232,1.40501211928075,-0.242854443255521,-0.3770352669459,-0.501988457670245,-0.226476146163182,-0.454811700525128,-0.690670415312833,-0.31449317977994,-0.401568153875011,-0.169350148291972,0.26262891836463,-0.0871172700386459,-0.125199362354816,-0.116411959367994,2.07581504406486,-0.71013103474175,-0.436724113450411,-0.462827791157281,-0.680437056037362,-0.733645516831227,0.807906658178723,6
"10",-0.155649737187771,-0.386750567257486,-0.585157124426117,0.215466124017456,-0.56001475611272,0.413032857495112,-0.0738136387469188,-0.00437124752810951,0.379315415230874,1.21318178975175,1.53033651961115,1.43567385961075,-0.4942894689434,-0.965669941137079,-0.733090325247956,-0.977897078718904,1.3463347695022,-0.332802123300838,-0.261284179311687,-0.282324345647524,-1.38371404731382,0.0538110500023819,-0.254765663696856,-0.0833760707835512,-0.359040343714218,-0.674860887905519,-0.112692194386295,0.476572747866016,-0.817986391538956,-0.0859348763475409,-0.372213989046765,-0.108454408633971,1.12449605157244,-0.0871172700386459,-0.116743619582108,-0.221049352499264,2.07581504406486,1.40633793154739,-0.453518758620988,-0.469253913420972,-0.399510275027478,-0.63709086811489,0.807906658178723,6
