"","URAU_CODE","URAU_NAME","CAPITAL_CI","CITY_IN_KE","CityAREA","FUAarea","CityPOP2012","PBAcity","DIScity","w1DIScity","UPcity","w2UDcity","LUPcity","WUPcity","POPfua2009","CityAreainFUA","POPproportioninCITY2009","POPch20062012","chPROPORTION20062006","UMZtoCITYarea","UMZtoFUAarea","AVEwTEMP","AVEcTEMP","Rain","Agriculture2012f","ContUrb2012c","ContUrb2012f","DiscontUrb2012f","DiscontUrb2012c","Industrial2012c","Industrial2012f","wetlands2012f","Vegetation2012f","Vegetation2012c","GreenUrb2012c","BARE2012c","BARE2012f","Forest2012f","Soviet","Coastal","NoHH","NoDwell2011","DWELLper100HH","CarsPer100pop","POLY","cluster"
"259","IT043C1","Varese",0,0,54.8853195905094,224.745850274735,97.685,19.3403823382,48.1113377409,1.2703904831,930.491666711,0.328644751518,125.812560782,388.486937498,206.108,24.4210602880615,50.1994100180488,-6.99678199440181,-0.755318020295576,1913.73578187495,479.167912859596,27.49411765,2.808653846,77.39647059,25.804585191787,3.53546742731371,0.994843581256825,50.1034673546787,94.5605598402548,2.41397565539366,3.22450146244879,1.43619863009908,0.901807652253189,1.47087185083864,0,0,0,214.515592645671,0,0,36.301,34.674,95.5180298063414,65.07,66.3,1
"260","IT031C1","Foggia",0,0,505.902601422819,968.593134581212,152.326,3.79140475319,46.4328643746,1.17179638956,176.045782694,0.411110078634,135.695810302,84.8078210618,177.275,52.230661498706,88.213228035538,-4.77601490316692,-0.27088292499522,5.33304235323567,3.21910190014729,26.5,2.7,46.1,26.6207408890457,2.52184179708099,1.40368197552103,1.15205112490564,1.54349433405583,1.10342332889801,0.638512638356277,0,2.83621611475445,0.741786462403121,0,0,0,6.14795690198619,0,0,56.191,54.403,96.8179957644463,57.9,66.3,8
"261","IT009C1","Bologna",0,0,140.85179438734,2038.5928087147,405.678,30.3122454066,48.7138072333,1.30025736852,1476.62487955,0.270981041977,119.084594186,520.281535767,754.82,6.90926573395227,53.6290771309716,0.0537660928328318,-0.888092429446218,69.0726024635896,7.91379226446482,25,1.65,80.65,31.4782460442549,2.27481142759809,0.157172766479065,4.55833420988495,30.3611045588091,18.4076591118889,2.75385295075406,0.903246414793511,4.84184806117709,2.58253449611576,2.58019488971205,0,0.288064695614759,20.5123514895599,0,0,204.598,182.677,89.2858190207138,53.71,66.3,4
"262","IT025C1","Reggio di Calabria",0,0,236.990025317002,455.880486106683,185.776,10.7698239995,46.6451700214,1.18542804826,502.360271559,0.453841470575,141.137714237,270.268021964,221.486,51.9851216578598,85.0333655400341,-2.75646192983742,-0.563146832887469,10.5489671839815,6.88996369821576,27.49411765,8.3,47.105,54.3737470022225,2.38431164937923,1.23948731163232,7.63604897680454,12.1641923380067,1.39976089688292,1.25648148502041,0,17.4806185053186,19.2508531992762,0,1.20649911918281,1.17095091311939,48.9145009756607,0,1,75.025,69.727,92.9383538820393,62.45,66.3,8
"263","IT030C1","Modena",0,0,183.236659981951,551.188591221362,190.093,16.2378623381,47.7987732853,1.25370822549,776.149900538,0.66943789271,177.544675501,651.406927508,310.157,33.2439137711328,61.5713977114816,-0.511851615368109,-1.27739034971235,27.0688190915975,18.8102587120424,25.7,2.35,74.44,51.0766789998263,0.351644914376431,0.116900532115874,7.56727442887146,13.5945863834256,6.78993311227837,5.70726571178475,0.0553509363598656,0.0458772622707044,0.138001989135653,1.22838734567188,1.852264973769,1.09770685328269,0.974230638754898,0,0,84.714,76.816,90.6768656892603,64.8,66.3,8
"264","IT006C1","Genova",0,0,239.900404399255,1114.70412003386,605.687,17.4010899922,46.7307166544,1.19083339174,813.165405903,0.023880963659,77.9115285619,23.1250002523,718.921,21.5214423350268,86.4592910764882,-5.52879741208546,-0.388050744703222,30.8252919311167,9.21679557413668,27.55,5.45,90.655,11.5530639453982,2.78331341383976,0.599009191362591,6.0834113780473,17.9745382869945,2.8811226599676,0.818464275351734,0,28.1001614364838,47.9700095559556,0,0.597861152794041,0.3436298601851,17.7736390407826,0,1,303.643,276.498,91.0602253304044,48.07,66.3,6
"265","IT510C1","Monza",0,1,33.1136172339759,2637.61444202459,179.401,39.5259705815,49.2389877299,1.32383273943,1946.21878048,0.0418753637286,84.1132435159,107.890540485,4165.309,8.148744297635,4.51404685702789,-4.5779966809923,-0.025735397235457,3161.50903298432,49.3809853042902,27.49411765,2.808653846,77.39647059,51.1283663367414,2.92998681763858,1.71121330369488,22.537023636259,655.053766831887,30.8511973050747,7.15932965234696,0.0132284125018674,0.306362223071838,0,25.8016805637035,0,0.164482202069684,4.83306707262151,0,0,54.63,51.504,94.277869302581,65.1,66.3,3
"266","IT511C1","Bergamo",0,0,40.1872650567919,181.208228838522,154.312,36.5546221165,48.6580192485,1.29761882938,1778.67550657,0.19524502288,109.97200477,450.633874894,321.551,22.1773952068168,46.8124807573293,2.5526513414545,-1.14441664612488,347.572794024691,82.9542901906254,27.49411765,2.808653846,77.39647059,4233.7870343628,7.18401117535671,1.79930266105908,32.1165872776454,81.7612422430711,38.6792709569424,14.4888491730958,0,1.75771379286513,0,0,0,2.64939742862244,187.154841122571,0,0,58.771,52.283,88.9605417637951,61.1,66.3,1
"267","IT026C1","Sassari",0,0,547.07318658031,1699.30032818662,124.951,3.12880177159,45.5292740924,1.11070467025,142.45207344,0.490291194805,146.057254444,77.5749432738,219.698,32.1940258296843,58.5631184626169,-4.86012761356541,-0.794198720787264,5.31555936451129,3.97869634216742,27.49411765,3.4,80.01,107.484261212021,0.117659956453577,0.123004452051766,2.44797283634323,3.27822838918615,1.82600814800354,1.41614505674691,0.101142584462097,30.0335306452199,20.0094516452833,0.056949095942165,0,0.687151969643921,6.13924856468002,0,1,56.024,51.531,91.9802227616736,66.4,66.3,8
"268","IT039C1","Pesaro",0,0,126.628133409905,254.047513078455,98.904,10.6965265124,46.4488221321,1.17283149997,496.841057406,0.540313014001,153.381056378,314.846251659,127.057,49.8442719928534,77.2952297000559,2.7211166964397,-0.883384936308488,82.0038937665313,42.3503456878061,27.49411765,2.808653846,77.39647059,180.810736249048,0.413945931551592,0.206328336025926,9.33564341632677,15.928877807278,6.88454713024127,4.43139625284298,0,1.62763763541506,1.75119463829781,0.335698669720892,0,0,9.07680057599257,0,1,40.383,38.752,95.9611717802046,62.42,66.3,8
"269","IT033C1","Piacenza",0,0,118.316732379248,730.29700842815,105.672,16.3627040077,47.7588138838,1.2515176894,781.46333534,0.773581361675,209.232341585,756.574320716,177.866,16.2011799327929,59.1962488615025,1.64092107034992,-0.791518863756018,25.516255725547,8.44587877098888,27.49411765,2.808653846,77.39647059,114.646735018787,0.732099656136092,0.118608782577966,5.22926892392622,14.4568316219803,8.25027195059805,2.64759769653379,0.106896129436459,3.97565030359251,6.38641890939673,0.985797122220094,16.1612990449731,2.78120435512481,11.7032869858399,0,0,47.708,45.091,94.514546826528,61.89,66.3,8
"270","IT513C1","Latina",0,0,276.981427331992,621.968309990558,123.414,8.60544672223,46.4250313285,1.17128768149,399.508133676,0.770929239541,208.161148654,360.747823215,181.595,44.5330449932725,67.9589195737768,3.03475567503486,-0.167779626532607,12.4159949391769,7.31387745473569,27.49411765,2.808653846,77.39647059,138.618972207521,0.406822673926061,0.181170524422327,4.82628810365051,8.22371478839081,2.72258255410457,1.56115989398193,0.104035847688034,9.02906333063921,1.03646723164935,0.278951460335306,0.109883529188586,0.210140318968782,38.7056910930952,0,1,54.65,45.52,83.2936870997255,74.15,66.3,8
"271","IT013C1","Cremona",0,0,70.537811188155,563.21947258787,78.712,18.9350967352,47.5709014213,1.24104281169,900.759620191,0.731177262665,194.12541925,817.369353605,127.025,12.5240362986829,62.3302499507971,-1.27928560678272,-0.836317686358775,32.5924488054721,7.22986366449664,27.49411765,0.1,76.07,1320.28542502415,3.41127835109815,0.427229738940642,5.26114575370523,18.0482597891927,8.92075461820925,1.2370547978193,0,2.54424025208264,0,0.510578658357697,0,0.681096514689652,1.72345662123491,0,0,33.994,32.041,94.254868506207,60.6,66.3,8
"272","IT001C1","Roma",1,0,1285.97150582299,5744.48353515237,2697.761,20.8903616622,48.0649847431,1.26796743254,1004.09491457,0.179892797637,108.019205556,229.03225143,3972.773,22.3861988280358,67.3342524226781,1.9836017917135,-0.751295894377009,37.9907329040965,12.5113075109708,26.05,2.45,92.61,69.1509406072453,6.56057845984336,1.67197834876459,8.04468167524414,20.1191777035514,4.42369624296579,1.57214645014561,0.00545922781189167,5.73410341146023,1.87224833150875,2.48745084187349,0.269704599954178,0.141688634989463,14.6921842073774,0,1,1132,1143.187,100.988250883392,74.29,66.3,5
"273","IT052C1","Savona",0,0,65.3034673187374,283.525037278754,66.456,8.79362417519,45.3878200966,1.10075852881,399.123432061,0.106315900586,97.5081256767,46.7086706168,109.705,23.0326986094469,60.6663324369901,-1.0054967153774,0.375886439828108,29.156185393753,8.24971234445288,27.49411765,2.808653846,77.39647059,20.8260780516877,1.19701651266883,0.275705205668324,5.17722843211099,14.6638228691783,6.566627363935,1.86936348987737,0,12.1136156796043,6.4934480036126,0,0,0,2543.09373770359,0,1,31.091,28.995,93.2584992441543,57,66.3,8
"274","IT020C1","Campobasso",0,0,55.8511419542552,806.44243179144,52.464,11.3950326695,45.6259771983,1.11745212315,519.909500754,0.372094885154,130.946935041,216.177444677,96.019,6.92562044759808,56.3732178006436,-5.52304118420342,-0.428435176454045,17.1348331746525,1.70501941092752,28.35,0.866666667,51.24,69.053926918074,5.65231193873459,0.424232027095888,1.55605863572635,12.6613214422601,4.66065393144958,0.496020932357816,0,3.16487844752336,6.37802881079448,0,0,0.0340992110979293,84.4713043101585,0,0,19.806,18.984,95.849742502272,70.83,66.3,8
"275","IT005C1","Palermo",0,0,160.1205886975,1366.82637094992,676.516,33.3253644295,48.2013690808,1.27504583535,1606.32819062,0.0321085191145,81.0476027172,65.7628087927,978.123,11.7147716857569,69.9636957724131,-2.19757501984193,-1.07343939713937,71.1963407874854,12.714124024343,27.23333333,8.533333333,134.1733333,500.432960328014,14.1646998323855,2.85757101487624,9.13509950308645,58.5195541865794,1.65783656308218,0.452517447483291,0,24.8793601883288,40.6626813178928,2.85508836901521,0.431660958264281,0.314089857724005,8.74011720498748,0,1,262.904,244.053,92.8297020965828,59.3,66.3,6
"276","IT505C1","Reggio nell'Emilia",0,0,230.754043631206,588.487993165765,181.392,10.9510134597,47.3520950251,1.22848942934,518.553429965,0.570165987318,158.165740496,363.217062268,265.114,39.2113426800549,68.3400348529312,2.09776827174739,-0.493287503127689,22.9595109868035,12.1837659956817,27.49411765,2.808653846,77.39647059,26.3003886622209,0.386839875372468,0.151685109155396,7.59822116609533,11.8526921687504,6.72450090226808,3.20939875118752,0,2.7418286190342,0,0.368819855378149,0,0.0804865635324644,14.1471111679332,0,0,78.142,68.239,87.3269176627166,70.85,66.3,8
"277","IT045C1","Asti",0,0,151.41963534972,514.993755773589,78.608,6.82705165712,46.7890880371,1.19449201925,319.431521019,0.516897001299,149.857520863,197.226394101,114.3,29.4022274352177,68.9440069991251,-0.121976011384428,-0.106097842909975,8.36747491217851,3.69519043418583,27.49411765,2.808653846,77.39647059,210.37300430771,0.701335522666588,0.206208265458403,2.90999148461301,6.04211967118309,2.0777439970945,0.659529738481821,0,0.0491118129714284,0.167034327857089,0.468313406059714,0,0,35.6908574427178,0,0,33.745,32.612,96.6424655504519,65.54,66.3,8
"278","IT017C1","Ancona",0,0,124.613845901589,328.523996555389,107.365,10.724057332,45.9636775492,1.14064794326,492.917113229,0.434880782401,138.685791459,244.509498274,181.675,37.9314288174317,52.718315673593,11.4207139892071,-0.703425578014802,34.8356153250274,17.7764792259715,30,2.1,55.22,416.312398900657,0.680356269575104,0.258068854098814,14.4878535780347,13.8256534363016,4.9511909140683,4.27128897673464,0,1.10624191048573,1.08529660212657,1.59778029511441,0.21059172734811,0.308436488026229,3.94435274444717,0,1,47.679,42.861,89.8949222928333,61.74,66.3,8
"279","IT034C1","Bolzano",0,0,52.2931979963809,1067.34227715238,108.207,18.4110446285,47.028036219,1.20921174115,865.835273619,0.151536925056,104.244642213,158.65585381,187.625,4.89938411658318,56.5372418387742,4.29791417665883,-0.339025909704546,29.6596892029312,3.21733718743134,27.49411765,2.808653846,77.39647059,23.0783447342949,5.48825714942434,0.268890799056137,2.27041555130295,12.7119061718312,6.81638896496154,0.463640023737719,0.105537574128046,15.9451833499471,11.0111000725114,0.547338274129338,0,12.9330306208787,148.894118285255,0,0,48.319,45.35,93.855419193278,53.02,66.3,8
"280","IT003C1","Napoli",0,1,118.379186583992,1552.26891537763,1119.084,57.6621977257,48.8197317225,1.30519591363,2815.0530235,0.00520431609284,65.1425630246,19.1216758249,3582.351,13.6990721023098,31.31091844434,-1.69875345104588,-0.405338232613403,258.305542404656,37.4445429037402,27.49411765,4.7,151.97,71.2620461304086,18.2835471114632,12.6230639141275,13.410283624549,14.1257988323681,11.7954941803404,3.88199093166081,0.0413544710933221,5.37650406488688,2.60595103507692,6.47478112435005,0,0.616923884713823,4.57430887230812,0,1,374.672,347.47,92.7397830635863,57.12,66.3,6
"281","IT024C1","Catanzaro",0,0,111.687351892348,883.383435157924,92.67,9.93449675876,46.1559850706,1.15357682222,458.536484081,0.315799484896,124.312075105,167.044367137,158.496,12.6431340511135,61.1750454270139,-7.22052021385235,-0.814949980307048,14.3704723301794,3.64054822855612,29.4,2.8,65.16,99.6633863268409,1.89124892587317,0.23911313693839,3.52823195999549,11.2787285767953,4.2828148031129,1.06114534207611,0,8.76301516620089,10.7999959890509,0,3.09251135972691,0.768449199495722,186.160074655731,0,1,37.691,33.963,90.1090445995065,65.97,66.3,8
"282","IT008C1","Bari",0,0,116.203099347493,755.389946880698,327.725,32.3942175617,47.7586539031,1.25150889326,1547.10422499,0.305586186914,123.121519567,591.680466111,590.431,15.3831937832031,57.3669065479285,-4.98576489757104,-0.682300017659173,75.0238164812605,15.6250424681176,29.8,4.1,37.66,87.9321245214116,18.4212841584239,4.61327085594654,7.23270784569734,28.5279257758592,13.8945330745582,2.54070069157682,0,3.0307536590523,0,0.226805227037707,0,0.877715032563999,2.78955343867953,0,1,133.337,122.599,91.9467214651597,57.15,66.3,6
"283","IT046C1","Pavia",0,0,63.2951461761308,362.987193887319,75.631,15.424470841,47.7047332566,1.24853234107,735.820267092,0.502825621195,147.82298264,461.943585534,128.898,17.4372945497849,58.6238731400022,-1.27274626008407,-1.90504177059431,35.4371564884047,11.5568815391935,27.49411765,2.808653846,77.39647059,23.5039312635322,3.41871604250185,0.687391417167383,7.92326204826929,17.6699191286002,5.74106324201953,1.42153814011759,0,2.59464120946994,6.94031003826861,0,0,0.78378795023892,7.86021387110063,0,0,39.366,33.081,84.0344459686023,61.05,66.3,8
"284","IT022C1","Taranto",0,0,252.99753917053,1052.12950782844,214.659,16.1970766206,46.8332553342,1.19724417181,758.56182504,0.756597283621,202.69357446,687.129338597,421.273,24.0462354955435,51.7282142458691,-1.01128880526811,-0.0732959507049245,24.9211910150248,10.0586476486559,27.49411765,6.1,77.39647059,167.326033278943,4.67789676719821,2.1171693658013,4.69954515233142,8.14805679633648,8.65389523587172,2.57492969953063,0.125648526171444,5.11352598581157,2.64305686273567,0.108702711418432,0.453418238161691,0.109030017328105,10.655086072748,0,1,81.431,78.547,96.4583512421559,56.14,66.3,8
"285","IT011C1","Venezia",0,0,159.377693821217,639.46999371795,286.82,27.7657614709,47.2467999652,1.22231416826,1311.8433781,0.669537459757,177.567812565,1073.59310466,561.173,24.9234045986391,52.7161855613153,-4.63841261291813,-1.1016143166525,58.2829364466774,40.4522499165294,28.8,1.5,77.29,53.9102632260575,2.98006792062644,0.827946075986718,16.0184559599893,34.8538162369598,10.125163196459,4.14806582493035,21.3362918659278,0.555812653942539,1.53281495501567,2.3524088077874,1.06717988089933,0.685288749347255,0.77968928818873,0,1,131.612,119.02,90.4324833601799,42.55,66.3,4
"286","IT037C1","Lecce",0,0,237.557575493951,577.330194468815,107.142,7.07886513437,46.8035298073,1.19539345669,331.315875318,0.616978833393,166.507998731,244.356212677,229.884,41.1476097681884,48.343947382158,-4.55565849486887,-0.361363273864256,17.5999438927868,12.0347074630189,27.49411765,2.808653846,77.39647059,152.363927972743,1.03793106566804,2.68089440534809,7.91373051547846,14.3505400479513,1.96086115248649,0.983728119715827,1.3918011090331,1.80808697689103,3.90869922495313,0.312813718423846,0.141856845187487,0.0583707010872101,0.919738577311986,0,1,43.708,39.123,89.5099295323511,72.39,66.3,8
"287","IT044C1","Busto Arsizio",0,0,30.6842865803804,37.8961744753657,92.217,43.2329837737,48.6405874763,1.2967890646,2102.87772911,0.613853468959,165.913009532,1673.97156127,102.435,80.9693511420965,87.6555864694684,3.70549470322305,0.180425629757252,3419.6656234821,2768.88106656279,27.49411765,2.808653846,77.39647059,37.2889787339508,8.98137013413051,7.27215712127551,4.41871271568452,142.995867600704,26.5773093185196,19.8662983334689,0,0,0,0,0,0,22.8010766576634,0,0,35.373,33.696,95.2590959206174,65.47,66.3,1
"288","IT028C1","Padova",0,0,93.0013161299086,545.758309200126,257.306,38.6500837821,49.0567211603,1.31590838359,1896.04638292,0.584203158006,160.548141124,1457.60050924,520.963,17.0407512926763,49.8666891890595,-1.42741119862699,-1.3219777351533,124.664902417133,30.0261117856677,24,2.8,110.1,41.8316382066634,0,0,18.9716599621359,60.5673235941266,15.6510469875706,5.32104698678125,0,0.584923364351396,0,0.601618000941097,0,0,6.95235337956834,0,0,101.435,91.588,90.2923054172623,60.02,66.3,4
"289","IT041C1","Pisa",0,0,185.323239356971,448.455711372924,92.872,10.9076255262,46.7392723019,1.1913711596,509.814479638,0.836849171259,242.914979757,508.284000038,190.105,41.324758422546,51.957076352542,-6.57774290571466,-0.737524903719411,45.7956596779116,22.5730205754521,27.49411765,2.808653846,77.39647059,35.7039593432452,1.23843852355655,0.579448497276246,8.77663244719417,12.7822017800306,3.29655527212801,2.39078125564008,1.9180426825245,3.63955215788971,2.00564265396352,2.95144450414227,0.626814858557759,1.06859437548002,32.7566815085431,0,1,41.853,39.71,94.8796979905861,62.46,66.3,8
"290","IT058C1","Pordenone",0,0,38.1661715581712,278.456142212041,60.374,27.6582974228,47.3088934856,1.22596622505,1308.48344677,0.757168805807,202.901911419,1214.61727035,125.832,13.7063493212903,47.0047364740289,2.38087162964219,-0.672831541494446,103.573395984321,23.2173007520767,27.49411765,2.808653846,77.39647059,437.038495611994,0,0,15.2448604738344,70.0843862176042,15.5592930674119,3.90420476310327,0,3.0841699223723,0,6.12745547411315,0,16.416014804475,0.731753060774067,0,0,23.536,22.221,94.4128144119646,70.42,66.3,4
"291","IT048C1","Cosenza",0,0,37.5267582556832,1138.57471440465,84.994,15.6481572822,46.0244505356,1.14475690399,720.197840808,0.0128416945075,72.1227380757,10.5873536636,225.584,3.2959416523935,37.5899886516774,-0.0881637259166089,0.0804535249318903,65.6864625290859,4.65494265149856,27.49411765,2.808653846,77.39647059,36.316170533447,13.973588651519,0.530727535009249,3.43246105174924,28.523477687099,0.809875878512557,0.791227197045211,0,6.7709613711571,4.10647487587317,0.673830160008017,0,0.166005771561474,67.4882147543028,0,0,30.631,28.738,93.8199862884006,62.44,66.3,8
"292","IT019C1","Pescara",0,0,34.0290427165881,160.542452386844,131.494,48.0370598273,48.1991402982,1.27493140202,2315.34498613,0.413975590829,136.051835065,1222.01704257,238.618,21.1962893369733,56.0988693225155,-3.4162106577546,-1.71241650035425,163.331071234944,37.7594829895396,27.49411765,2.3,99.63,230.458612863148,40.023144425127,8.7913537377575,15.0592966671812,40.2095046863616,7.51544795896897,5.5299861643805,0,0,0,2.17903922930179,4.0045462740379,0.848815214878059,3.23950377842627,0,1,54.055,48.485,89.6956803255943,63.79,66.3,6
"293","IT002C1","Milano",0,1,181.8188392041,2637.61444202459,1348.62,49.6190741071,49.3217788101,1.32734265502,2447.30099787,0.0217315775764,76.9675668463,70.5930088102,4165.309,8.148744297635,33.4922091014136,-6.10751595194748,-1.19085514053297,577.211913019591,49.3809853042902,28.35,2.7,72.475,51.1283663367414,17.4172344895209,1.71121330369488,22.537023636259,6.07758469260994,20.1242775256239,7.15932965234696,0.0132284125018674,0.306362223071838,0,6.75988967243555,0,0.164482202069684,4.83306707262151,0,0,717.671,604.507,84.2317719400672,58.85,66.3,5
"294","IT014C1","Trento",0,0,157.900423443244,939.145658196206,118.518,11.0953568343,46.7478565269,1.19191020286,518.684149404,0.643750068514,171.872626943,397.982340877,214.858,16.8131984708868,55.0358841653557,1.02888902148989,-1.17904469803996,20.8992473106708,7.07664454602794,28.7,-2.5,78.31,30.3163898182307,1.63588476884554,0.310415537265996,5.31481474452684,13.2011939040727,3.436316625681,0.889446104552599,0,9.82454083878346,12.3595484252862,0,2.63325031797328,4.12480281032771,108.450195253755,0,0,52.098,49.286,94.6024799416484,64.23,66.3,8
"295","IT016C1","Perugia",0,0,449.018431948663,1145.25499536282,178.363,6.22218511806,45.7231662876,1.12418816648,284.498004825,0.650451580503,173.298273745,208.033467439,249.369,39.2068520780748,71.0164455084634,1.50005406112891,-0.851422998043418,14.440387161526,7.82882418003298,27.49411765,1.9,77.39647059,120.579730087534,0.189976803713266,0.0969906974251746,5.51620470422288,9.59159870887556,2.59423261634174,1.64185353747716,0.248271303789356,4.96351858290236,6.05418204882508,0.476656596770911,0,0,83.7669739530956,0,0,73.377,66.062,90.0309361243987,71.61,66.3,8
"296","IT042C1","Treviso",0,0,55.5349186427781,240.693638256801,107.243,24.642835026,48.3444144937,1.28230380084,1191.3434308,0.499348665321,147.328963196,762.837084033,209.305,23.0728651762398,50.3017128114474,2.41221578158274,-0.438430323270751,83.6230629934292,31.5629447251722,27.49411765,2.808653846,77.39647059,1419.96139123734,0.993254793525925,0.229172339366776,19.6295045306885,42.5921535508133,9.69397049265149,5.94962360914986,0,0,0,1.46019844580339,0,0,0.59117015694942,0,0,38.413,35.09,91.3492827948871,61.49,66.3,4
"297","IT054C1","Matera",0,0,388.457610821617,779.072223307011,60.069,2.80869009913,43.8557098556,0.989382687298,123.177098062,0.728985485591,193.44420583,88.8409423057,77.631,49.8615660012482,77.1959655292345,0.20017014462293,0.12979936178148,4.55390742958654,2.57485755490668,27.49411765,2.808653846,77.39647059,78.0760602211084,1.04281507394907,0.51996392636808,1.04758874338463,1.49784725588029,1.57798701399772,0.786809036475598,0.155029183760861,9.30367317666273,5.42270434788125,0,0,0.606135810554949,14.5910597569661,0,0,20.124,22.076,109.699860862652,64.11,66.3,8
"298","IT514C1","Vicenza",0,0,80.5575935492307,372.428130127838,135.069,22.9175838203,47.7901994429,1.25323931314,1095.23590152,0.56599434766,157.475068298,776.879703582,242.044,21.6303729585568,56.6277205797293,-2.23159997683711,-1.12040676109467,74.8781056414464,20.7180912928125,27.49411765,2.808653846,77.39647059,27.1502785508688,0.9424794557521,0.203861821336956,15.0905401049626,38.0450214858655,8.43504342815019,3.36368938581564,0,0.561926682842223,0.529444454096339,0,0,0,120.020204216534,0,0,52.879,48.209,91.1685168025114,61.28,66.3,4
"299","IT501C1","Messina",0,0,211.407239174515,336.033518596996,245.271,13.5092466319,46.1427763017,1.15269575335,623.35414534,0.276627725594,119.745098279,198.767443112,284.314,62.9125451702498,86.6383646250273,-1.17133670188333,-0.0344253197584692,32.709381320153,23.5899086290461,27.49411765,2.808653846,77.39647059,36.2508014212243,6.95709551956652,5.02811710797319,9.17002264626779,11.7330724607399,0.565118961141062,0.821393548558475,0,69.8728762848798,97.0339973132215,0,0,0,23.3132164959125,0,1,102.464,97.852,95.4989069331668,59.17,66.3,6
"300","IT027C1","Cagliari",0,0,83.7552041599901,1668.25771726626,172.211,28.1001809485,47.8735805426,1.2577740097,1345.2562759,0.464586692362,142.557676339,786.093868543,469.005,5.02051950925413,38.0624940032622,-6.6814420643651,-1.21466879367207,89.4392184357955,8.20017186698056,26.85,5.3,37.78666667,153.544183906927,10.5365338174006,1.22413619122744,4.69214260636351,23.5806015288025,19.4363414636941,1.64713268064646,1.13787222585166,83.69164058832,3.03902968141364,4.45930384011193,0.891051415832534,0.766372285275631,29.9192767891172,0,1,72.397,65.415,90.3559539759935,69.64,66.3,6
"301","IT023C1","Potenza",0,0,174.156723231674,1379.7840600327,68.983,4.259863751,46.6276691618,1.18431595694,198.627517656,0.232397452062,114.520968934,54.6686510904,128.855,12.6220274807021,54.8818439331031,-3.38650719177603,0.0646804128770881,5.67879311029739,1.58068212496114,28.6,1.7,69.49,56.2180742260906,1.3270284363788,0.167497893916463,0.883956065571387,2.82625410277833,1.69040897978152,0.571653302449756,0.043613360244634,8.714399486902,5.89010454985762,0,0,0.269772194593396,77.0341955427728,0,0,26.335,24.691,93.7573571292956,73,66.3,8
"302","IT038C1","Barletta",0,0,148.130588139674,148.130588139674,94.23,6.70737844332,46.2072831129,1.15698855437,309.929734676,0.222592392405,113.339700732,79.8183276836,95.537,100,100,-0.506810262907824,0,7.16934978343992,7.16934978343992,27.49411765,2.808653846,77.39647059,890.218118509451,2.87081699762833,2.87081699762833,3.02017439911415,3.02017439911415,1.08471785188174,1.08471785188174,0,0,0,0,0.191140664331256,0.191140664331256,0,0,1,32.784,31.837,97.1113958028306,51.01,66.3,8
"303","IT029C1","Brescia",0,0,90.3870281359035,590.582651937319,220.283,37.1232067354,48.6951254329,1.29937668281,1807.71920845,0.660278712199,175.456117812,1550.93407379,468.946,15.3047211663604,47.4425626831234,-0.617186477841291,-1.10049513245978,112.936559709116,25.1531262411288,30,-1.2,98.895,8.91421656566667,5.19740840741772,0.880026482838851,13.6376051216185,35.8959284230042,24.5997686780543,7.43909318941791,0,2.54511144871767,4.49182150500951,0.602180866906246,0,0,87.778623380656,0,0,92.904,83.984,90.3986911220184,64.47,66.3,4
"304","IT506C1","Ravenna",0,0,653.30758647621,699.541743459166,163.757,5.61396195363,44.4459402956,1.03277968908,249.517817813,0.850195518978,253.057884548,219.092778797,165.615,93.3907936995536,95.697853455303,5.27205636555324,-0.944190269574491,18.9497263712715,18.2333650840159,27.49411765,2.808653846,77.39647059,11.1248412477036,0.0836345987725362,0.0781070156011086,5.96477725918401,5.86957892210968,2.71750026836611,2.6090919112338,4.68948715565275,0.583506753337447,0.624801150330342,0.315819154064845,0.332667912617308,0.310681203977041,5.25325456211251,0,1,73.921,68.379,92.5028070507704,67.43,66.3,8
"305","IT004C1","Torino",0,0,130.083115779179,1781.49415407931,935.534,51.2580793791,49.0233181364,1.31442656816,2512.84113246,0.0332611723515,81.4401186916,109.859827771,1770.822,7.30191089773219,53.1494413328951,-2.55645895437662,-1.01687976943536,157.883672119786,19.4067434466927,24.85,0.066666667,73.52333333,146.367776905494,11.6460148483581,1.04188282162464,11.7512681267569,59.7432619733518,21.8916056448778,4.44302666766847,0,14.1256619071533,0.665473140164347,9.23497616296361,5.02226546278976,1.85084363246424,60.0882556539102,0,0,442.46,411.264,92.9494191565339,62.32,66.3,4
"306","IT012C1","Verona",0,0,198.955036209632,774.648832197254,276.73,19.9273763504,47.9613915018,1.26248796387,955.744698746,0.607821672779,164.781556029,733.407464141,506.947,25.68325516548,55.4590519324505,-3.10404593917961,-1.60311415013121,53.0170042485677,20.5951385155352,25.3,-0.3,82.39,87.098479080834,0.657636534855507,0.168902469308361,11.2577688541256,19.871800878387,11.5809226367227,4.9164716663514,0,1.25280385646143,2.84953528802686,1.03237797367744,0,0,25.0952426388992,0,0,125.879,112.149,89.0927001326671,62.81,66.3,4
