"","URAU_CODE","URAU_NAME","CAPITAL_CI","CITY_IN_KE","CityAREA","FUAarea","CityPOP2012","PBAcity","DIScity","w1DIScity","UPcity","w2UDcity","LUPcity","WUPcity","POPfua2009","CityAreainFUA","POPproportioninCITY2009","POPch20062012","chPROPORTION20062006","UMZtoCITYarea","UMZtoFUAarea","AVEwTEMP","AVEcTEMP","Rain","Agriculture2012f","ContUrb2012c","ContUrb2012f","DiscontUrb2012f","DiscontUrb2012c","Industrial2012c","Industrial2012f","wetlands2012f","Vegetation2012f","Vegetation2012c","GreenUrb2012c","BARE2012c","BARE2012f","Forest2012f","Soviet","Coastal","NoHH","NoDwell2011","DWELLper100HH","CarsPer100pop","POLY","cluster"
"11","DE078C1","Greifswald",0,0,50.9942807528403,3449.43140609035,56.446,20.3531272979,47.5526983602,1.24001299226,967.846123082,0.849455467327,252.453672536,1019.46698565,231.384,1.47833873903984,24.0275904989109,3.39799600666777,1.34805612918186,40.8477180038269,5.08808494322043,19.35,-2.35,77.145,69.5573822080901,0,0.00868624348988962,3.03979688182708,25.730845840236,8.23764321641981,0.667635735021089,1.83572404442348,1.40043569248127,2.27227016616982,6.03491050744834,0,0.0562521512349979,27.9896494550792,1,1,32.3,33.137,102.59133126935,36.66,71.2,7
"12","DE052C1","Flensburg",0,0,49.2177296648367,2040.51598656536,89.95,26.2215124539,48.0237919091,1.26579919499,1259.25645763,0.749974952079,200.333518621,1195.43443223,280.316,2.41202372286634,32.634598096434,-4.27897968522204,-0.198860438532172,82.2264665103265,6.36603686789293,17.9,-1.45,91.74,96.7062448671574,0.818378410570496,0.0197394814057769,5.1229464336666,55.5025466687998,10.5239234928602,1.09523522898076,1.08003795765865,0.943937814734923,2.76468187961052,6.48891408695165,0,0,5.18654592549109,0,1,50.5,48.109,95.2653465346535,38.28,71.2,4
"13","DE003C1","München",0,0,311.284518274155,5499.35522871556,1398.535,45.6233498474,48.8857365424,1.30822616347,2230.33106082,0.30233480186,122.742727211,882.145666298,2618.496,5.66038208713532,52.0034783326001,7.00573539448435,0.794657845498556,103.673642939021,12.2785303352319,19.84444444,-0.977777778,95.25555556,77.2695249769594,2.05390391932997,0.116258809536724,9.22420853303522,63.8097814394712,12.117712966095,1.77127207765957,0.21629546202687,0.539075926126696,1.79749575975416,14.678909224858,0,0,25.8249735672268,0,0,754.7,755.44,100.098052206175,35.37,71.2,5
"14","DE510C1","Lübeck",0,0,211.865603366578,1598.2793728223,237.265,18.4800653514,47.9280506832,1.26070559785,885.713508791,0.808278007684,225.401976693,902.542604775,419.772,13.2558554511317,56.549984277179,-0.316362628036535,0.66462043931886,46.8457354204278,10.6814867852881,18.85714286,-0.014285714,67.41,260.554667041741,0.590777383733175,0.0783125960256472,7.9112843545722,30.0112037286599,5.55410625140133,1.18412683063547,0.513506003891402,1.63059256096309,3.19874477386213,4.82673957147991,0,0,11.5462168636783,0,1,113,114.85,101.637168141593,37.69,71.2,4
"15","DE506C1","Braunschweig",0,0,192.307842413379,4128.17942487067,251.115,23.7240853554,48.1216836278,1.27092887143,1141.64292983,0.831445815895,239.213109531,1206.3837793,993.974,15.0697223809632,25.3643455462618,-0.979499130517076,0.359859313573207,39.6915690187628,9.80044611342626,19.55714286,-0.071428571,61.43857143,255.748330259634,0.243770132183097,0.0113558310674503,8.12398549595043,25.8400354677841,9.97592069857685,1.77393757854143,0.268629157331218,0.909799784807783,1.05922157424149,6.62827880380931,0,0.0227191604633118,41.6884053357375,0,0,143.1,135.723,94.8448637316562,39.43,71.2,4
"16","DE526C1","Wolfsburg",0,0,204.879076741736,4128.17942487067,123.705,15.0753551943,46.715347255,1.18986604478,704.250452893,0.908840448575,329.73606564,761.575305832,993.974,15.0697223809632,12.4928821075803,-0.997190898832342,0.172898356616479,25.117254928315,9.80044611342626,20.25714286,-0.185714286,70.71714286,255.748330259634,0,0.0113558310674503,8.12398549595043,17.6107095221759,5.40577587471763,1.77393757854143,0.268629157331218,0.909799784807783,2.97125755058115,3.4606548644484,0,0.0227191604633118,41.6884053357375,0,0,57.5,63.912,111.151304347826,39.22,71.2,4
"17","DE075C1","Sankt Augustin",0,0,34.2641487050545,1293.799459862,62.627,27.2998261574,48.0135595654,1.26525842696,1310.76182933,0.718630027189,190.333242851,1191.81372945,888.371,13.6129395780662,7.04525474154379,-0.161012625940569,0.11127938983202,1526.37675169455,48.8321428165837,19.4,0.35,75.795,24.3829263700998,0,0.0427990640844153,17.0189605136054,15.3184301992472,8.3215561775507,2.69543919893258,0,0.450832231536232,5.35823552586729,0,0,0,35.0237972525922,0,0,27.4,25.702,93.8029197080292,48.34,71.2,4
"18","DE034C1","Bonn",0,0,141.859990027307,1293.799459862,344.074,26.8109377289,48.3135422541,1.28075179876,1295.33137284,0.450243883412,140.667414568,746.953695677,888.371,13.6129395780662,39.1301607098836,-2.61110277696795,0.0763640356006903,368.581726178996,48.8321428165837,19.54444444,1.177777778,82.97888889,24.3829263700998,0.390338431465819,0.0427990640844153,17.0189605136054,54.9601382566664,8.74205529583087,2.69543919893258,0,0.450832231536232,0.531116501879705,4.9519309774716,0,0,35.0237972525922,0,0,169.5,165.418,97.5917404129794,37.58,71.2,4
"19","DE508C1","Krefeld",0,0,136.787886615463,136.787886615463,235.506,26.7480625861,47.9361951182,1.26114183585,1282.20034716,0.750221135991,200.41952222,1213.13495978,245.08,100,98.7881508078995,-6.73066641320232,0.0971209075672448,789.777535665118,789.777535665118,19.65714286,1.5,79.89142857,605.947417090478,0.231563886018836,0.231563886018836,62.2553918704776,37.5054298094924,12.3814722022231,12.3814722022231,0,1.18699207109913,1.18699207109913,6.07298316272183,0,0,7.04092420615793,0,0,116.9,119.314,102.06501283148,41.06,71.2,1
"20","DE039C1","Kiel",0,0,112.256145109059,3364.58775782503,265.143,26.7549633895,47.7123962819,1.24895679868,1276.54341575,0.559446982239,156.406165729,891.952941104,644.726,3.3364011637974,40.9795789218986,0.843203030510486,0.764466937940234,88.2178876744702,8.07290579264258,18.41111111,0.588888889,77.86555556,107.080320416241,1.18980821847432,0.0700655571419648,6.38505864607812,50.7596876414544,9.70878565628707,0.803235237888922,0.685139997608626,1.04719152180856,1.18241193647809,14.0132840789873,0,0,10.7510710705621,0,1,135.1,132.184,97.8415988156921,35.91,71.2,4
"21","DE049C1","Ludwigsburg",0,0,43.1069674390498,3654.22603297259,97.326,28.9185093087,47.6280030899,1.2442560168,1377.33085071,0.56371494005,157.100877463,966.06771762,2650.258,9.59001165616078,3.71209142657054,-2.67983920964742,-0.0163969522420255,358.317945279717,17.2843714182126,20.05,-0.25,66.185,74.3042661312606,2.06482997988359,0.335778178634397,13.3690002697465,40.4720560980499,14.4881182331634,3.06909350961317,0,0.404281545897809,0.741433921563535,12.0703516776168,0,0,102.613048613116,0,0,40.5,43.912,108.424691358025,44.11,71.2,4
"22","DE021C1","Göttingen",0,0,116.749926950511,2388.6596539738,119.307,17.0304659139,47.2750684903,1.22398050456,805.1164425,0.789068888722,215.913567519,777.585434663,388.558,4.88767525990086,31.2717792453122,-4.49556927067073,0.285818336491833,30.5524816431963,6.80004787328239,18.73333333,-0.288888889,63.28,59.3981516655956,0.229664749266659,0.0255781555226375,5.61996735168905,18.1289391919037,7.61685369834784,0.891377412224824,0.0152659987681108,0.517812997032653,0.368290880286414,2.95550643086313,0,0,43.2801019405165,0,0,74.2,69.355,93.4703504043127,34.61,71.2,4
"23","DE040C1","Saarbrücken",0,0,168.875686627116,1537.61762498214,198.42,17.4464038393,47.5406481795,1.23932980605,829.413346922,0.693164931529,183.348452777,712.515796758,868.824,10.9829442563184,22.9624181652441,-2.93560837683017,0.330624204123783,83.9966977088953,27.3286409555094,20.17777778,1.533333333,76.10666667,49.4042014588011,1.23378599664898,0.155970378069673,21.215929687567,46.1533527272926,8.46697084827904,4.11780964662376,0.101367867441569,1.4920256341797,2.48679462335642,3.35144629753455,0,0,44.5633766462165,0,0,94.7,99.76,105.343189017951,43.81,71.2,4
"24","DE540C1","Siegen",0,0,115.027513275684,1775.44790203534,109.481,15.34147187,47.4406588248,1.23361623548,727.809532854,0.765116252139,205.880472411,686.950182436,424.982,6.47878843101049,26.5945381216146,-7.50168976005407,-0.432735768157272,73.1042492403216,11.3672724369235,18.95714286,-0.071428571,108.46,69.497564515968,0,0,9.44928342901349,35.8905760113278,5.46003839085713,1.48737565736666,0,3.38856242511163,3.94345223531588,1.24197688137138,0,0,78.8594465410273,0,0,53.4,53.335,99.878277153558,44.57,71.2,4
"25","DE082C1","Dessau-Roßlau",0,0,246.257384334627,246.257384334627,87.54,9.40784195781,46.0581974835,1.14702945363,433.308242786,0.91551600934,345.213616633,455.027310612,89.688,100,100,-5.85882049296684,0,20.4582697636149,20.4582697636149,20.15,-2,66.615,98.5775109122547,0,0,11.6014447058288,11.6014447058288,3.37272858630809,3.37272858630809,0.135573430397711,5.79609694213538,5.79609694213538,2.61829613900532,0,0,64.0882937778399,1,0,46.8,53.308,113.905982905983,44.59,71.2,7
